,Unnamed: 0,Author,Description,ReviewRating,Country,Review_Date,AirCraft,Seat_Type,Route,Date_flown,Type_of_traveller,Seat_Comfort,Cabin_staff_service,Ground_Service,Value_For_Money,Recommended,Food_And_Bevarages,Inflight_Entertainment,Wifi_and_Connectivity
133,133,"['', 'S Fane']","""the worst airline service""",1,Canada,13th September 2023,,Business Class,Madrid to Vancouver via London,April 2023,Business,3.0,3.0,1.0,1,no,,,
134,134,"['', 'Peter Costello']","""service on board was impeccable""",8,United Kingdom,11th September 2023,Boeing 787,Business Class,London to Santiago,September 2023,Couple Leisure,3.0,5.0,2.0,5,yes,4.0,,
135,135,"['', 'Brent Davies']","""a national disgrace""",1,United Kingdom,10th September 2023,A320,Business Class,London Heathrow to Faro,September 2023,Couple Leisure,,,1.0,1,no,,,
136,136,"['', 'Angie Rodrigues']","""The worst service ever""",1,Kuwait,9th September 2023,,Economy Class,Kuwait to Lisbon via London,September 2023,Solo Leisure,3.0,1.0,3.0,3,no,1.0,1.0,1.0
137,137,"['', 'E Durken']","""Cannot recommend""",1,Germany,6th September 2023,A320,Economy Class,London to Munich,September 2023,Couple Leisure,1.0,3.0,1.0,1,no,1.0,1.0,1.0
138,138,"['', 'N Gassel']","""BA is worse than a low cost carrier""",1,United Kingdom,4th September 2023,,Economy Class,Frankfurt to London City,September 2023,Solo Leisure,1.0,,1.0,1,no,,,
139,139,"['', '79 reviews', '', '', '', 'Rajan Parrikar']","""less than a premium experience""",8,Iceland,4th September 2023,A321,Business Class,London to Keflavik,August 2023,Couple Leisure,3.0,4.0,4.0,4,yes,3.0,,3.0
140,140,"['', '79 reviews', '', '', '', 'Rajan Parrikar']","""good, but not spectacular""",8,Iceland,4th September 2023,Boeing 777-200,Business Class,Mumbai to London,August 2023,Couple Leisure,4.0,3.0,4.0,4,yes,3.0,3.0,3.0
141,141,"['', 'S Dateen']","""Lies and misleading unprofessional service""",2,United Kingdom,4th September 2023,,Premium Economy,Houston to London Heathrow,September 2023,Business,2.0,4.0,4.0,1,no,3.0,3.0,
142,142,"['', 'R H']","""avoid BA like the plague""",1,Australia,2nd September 2023,A380,Business Class,London to Miami,September 2023,Solo Leisure,1.0,1.0,3.0,1,no,2.0,1.0,
143,143,"['', 'May Porter']","""British Airways absolutely does not care""",1,United Kingdom,1st September 2023,Boeing 777,Economy Class,Los Angeles to London,August 2023,,1.0,1.0,1.0,1,no,1.0,1.0,
144,144,"['', 'Yelena Meyster']","""utter abdication of responsibility""",1,United States,1st September 2023,,Economy Class,New York JFK to Malaga via London,June 2023,Couple Leisure,1.0,3.0,1.0,1,no,,,
145,145,"['', 'Robert Brown']","""express our displeasure and concerns""",1,United States,31st August 2023,,Premium Economy,Chicago to Rome via London,July 2023,Couple Leisure,3.0,1.0,1.0,1,no,1.0,1.0,1.0
146,146,"['', 'Rich Glasier']","""they are the worst in Europe""",1,United Kingdom,30th August 2023,A320,Business Class,London to Malaga,August 2023,Solo Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
147,147,"['', 'S Palenski']","""customer service being so horrible""",1,Germany,30th August 2023,,Economy Class,Frankfurt to London Heathrow,August 2023,Solo Leisure,1.0,1.0,1.0,1,no,,,
148,148,"['', 'C Hill']","""appalling customer service""",1,United Kingdom,28th August 2023,A320,Business Class,Tenerife to Gatwick,August 2023,Couple Leisure,1.0,3.0,1.0,1,no,1.0,,1.0
149,149,"['', 'E Michaels']","""standards are worse than ever"" ",3,United Kingdom,27th August 2023,A320,Business Class,London Heathrow to Malaga ,August 2023,Business,2.0,2.0,1.0,2,no,2.0,,1.0
150,150,"['', 'M Morris']","""still waiting for reimbursement""",1,United Kingdom,27th August 2023,,Economy Class,Newark to London,June 2023,Couple Leisure,,,,1,no,,,
151,151,"['', 'G Graham']","""unprofessional, uncaring""",1,United Kingdom,27th August 2023,,Business Class,London to Johannesburg,August 2023,Business,3.0,2.0,2.0,1,no,,,
152,152,"['', '6 reviews', '', '', '', 'W Davies']","""Nice flight, good crew, very good seat""",8,United States,26th August 2023,Boeing 777-300,Business Class,LHR to LAX,August 2023,Couple Leisure,4.0,5.0,5.0,4,yes,3.0,5.0,
153,153,"['', 'K Nuram']","""Such a horrible experience""",1,Canada,26th August 2023,,Economy Class,Delhi to Vancouver via London,December 2022,Family Leisure,1.0,1.0,1.0,1,no,,,
154,154,"['', 'Tine Ditmar Unnerup']","""Never again, BA""",1,Denmark,25th August 2023,,Economy Class,Copenhagen to London,June 2023,Solo Leisure,,,,1,no,,,
155,155,"['', '1 reviews', '', '', '', 'S Marakides']","""ravioli pasta had dried out""",4,United Kingdom,24th August 2023,A320neo,Business Class,Larnaca to London Heathrow,July 2023,Solo Leisure,3.0,3.0,3.0,1,yes,1.0,,
156,156,"['', 'S Brydon']","""Great customer service""",7,United States,19th August 2023,A380,Economy Class,Washington to London,August 2023,Family Leisure,4.0,5.0,1.0,4,yes,3.0,2.0,
157,157,"['', 'E Smyth']","""Cabin crew were all fantastic""",8,United Kingdom,13th August 2023,A380,Business Class,London to Miami,August 2023,Family Leisure,4.0,5.0,4.0,4,yes,5.0,5.0,5.0
158,158,"['', 'D Daly']","""asked us to check our bags""",2,United States,12th August 2023,,Economy Class,London to Paris,August 2023,Family Leisure,1.0,1.0,1.0,1,no,,,
159,159,"['', 'Karima Saci']","""service is extremely poor""",2,United Kingdom,11th August 2023,,Economy Class,London to Algiers,August 2023,Family Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
160,160,"['', 'S Deynal']","""superior to mainline British Airways""",10,United Kingdom,8th August 2023,Embraer-190,Economy Class,Edinburgh to London City,July 2023,Couple Leisure,4.0,4.0,5.0,5,yes,3.0,,
161,161,"['', 'Branko Stolz']","""Staff quite unpleasant""",1,Canada,8th August 2023,,Economy Class,London to Vienna,August 2023,Solo Leisure,3.0,3.0,1.0,2,no,,,
162,162,"['', 'G Maysev']","""They lost my baggage""",1,Poland,8th August 2023,A380 / A320,Economy Class,San Francisco to Warsaw via London,July 2023,Business,3.0,5.0,1.0,1,no,4.0,5.0,3.0
163,163,"['', '2 reviews', '', '', '', 'R Heirten']","""leaving two hours late"" ",1,United Kingdom,5th August 2023,Embraer,Economy Class,Frankfurt to London City,August 2023,Business,3.0,3.0,1.0,1,no,1.0,,
164,164,"['', 'Gustavo Sirna Barbosa']","""flight is delayed"" ",1,United Kingdom,4th August 2023,,Economy Class,London to Lyon,August 2023,Solo Leisure,,,1.0,1,no,,,
165,165,"['', 'Andrew Ling']","""Couldn't recommend BA more""",10,Hong Kong,1st August 2023,Boeing 777,Business Class,London to Hong Kong,July 2023,Solo Leisure,5.0,5.0,5.0,5,yes,5.0,5.0,
166,166,"['', '1 reviews', '', '', '', 'Alison Spencer']","""bumped off due to overselling""",1,United Kingdom,31st July 2023,,Economy Class,Gatwick to Montpelier,July 2023,Couple Leisure,3.0,3.0,1.0,1,no,1.0,,
167,167,"['', '79 reviews', '', '', '', 'Rajan Parrikar']","""a very comfortable flight""",9,Iceland,31st July 2023,Boeing 787-8,Business Class,London to Mumbai,July 2023,Couple Leisure,4.0,5.0,4.0,4,yes,5.0,3.0,
168,168,"['', '79 reviews', '', '', '', 'Rajan Parrikar']","""good onboard service""",6,Iceland,31st July 2023,A320,Business Class,Keflavik  to London,July 2023,Couple Leisure,3.0,5.0,2.0,3,yes,4.0,,4.0
169,169,"['', 'Andrew Peachey']","""they have really gone downhill""",1,Canada,29th July 2023,,Economy Class,Gibraltar to London Heathrow,May 2023,Solo Leisure,1.0,1.0,1.0,1,no,,,
170,170,"['', 'Alwaleed Althani']","""lives in their past glory""",1,Qatar,26th July 2023,A321,Business Class,Madrid to London,July 2023,Family Leisure,1.0,1.0,1.0,1,no,,,
171,171,"['', 'Jonathan Hock']","""Check-in Desk rude and dismissive""",2,United Kingdom,26th July 2023,,Economy Class,Rhodes to Gatwick,July 2023,Family Leisure,2.0,3.0,1.0,2,no,1.0,1.0,1.0
172,172,"['', 'G Nelson']","""All in all, terrible""",1,Spain,25th July 2023,,Economy Class,Barcelona to London,July 2023,Family Leisure,1.0,4.0,1.0,1,no,1.0,1.0,1.0
173,173,"['', 'Lynne McWhinnie']","""cancelled the rebooked flight""",1,United Kingdom,24th July 2023,,Premium Economy,Inverness to Los Angeles via London,November 2022,Couple Leisure,,,,1,no,,,
174,174,"['', 'B McIver']","""Zero empathy was shown""",1,Germany,21st July 2023,,Economy Class,London City Airport to Frankfurt,July 2023,Couple Leisure,3.0,3.0,1.0,1,no,,,
175,175,"['', 'D Keane']","""pilot apologise at every step of the way""",4,United Kingdom,21st July 2023,E190,Economy Class,Amsterdam to London City ,July 2023,Business,3.0,4.0,1.0,2,no,3.0,,
176,176,"['', 'Alan Lacey']","""crew were always ready to top up drinks""",8,United Kingdom,20th July 2023,A320,Business Class,Dalaman to Gatwick ,June 2023,Couple Leisure,3.0,5.0,5.0,3,no,4.0,,
177,177,"['', 'K Malec']","""The service is really mediocre""",2,United Kingdom,20th July 2023,Boeing 787,Economy Class,Seattle to London Heathrow,June 2023,Solo Leisure,2.0,2.0,3.0,3,no,1.0,3.0,
178,178,"['', 'Alan Lacey']","""made their economy experience so miserable""",2,United Kingdom,20th July 2023,A320,Economy Class,Gatwick to Dalaman ,June 2023,Couple Leisure,1.0,1.0,1.0,1,no,1.0,,
179,179,"['', 'N Hancock']","""Customer Service does not exist""",1,United Kingdom,18th July 2023,,Business Class,London to Rhodes,July 2023,Family Leisure,1.0,1.0,1.0,1,no,,,
180,180,"['', 'Steven Hodgson']","""another great experience""",9,United Kingdom,17th July 2023,A320 A350,Business Class,Newcastle to Las Vegas via Heathrow,June 2023,Family Leisure,4.0,5.0,4.0,4,yes,4.0,3.0,
181,181,"['', 'John Grainger']","""Not recommended"" ",1,United Kingdom,17th July 2023,A380,Business Class,London to Miami,June 2023,Solo Leisure,1.0,1.0,1.0,1,no,1.0,,
182,182,"['', 'K Robson']","""5 hours and 30 mins but no meal""",2,United Kingdom,16th July 2023,A320Neo,Economy Class,Amman to London,July 2023,Solo Leisure,3.0,1.0,4.0,3,no,1.0,1.0,3.0
183,183,"['', 'Pradeep Madhavan']","""Things have really deteriorated""",4,United Kingdom,9th July 2023,Boeing 777,Premium Economy,Chennai to London ,July 2023,Couple Leisure,3.0,2.0,4.0,1,no,1.0,1.0,
184,184,"['', 'Jeffrey Rice']","""I will never fly this airline again""",2,United States,9th July 2023,A321neo,Economy Class,Istanbul to London,July 2023,Couple Leisure,2.0,2.0,1.0,1,no,,,
185,185,"['', 'Bridget Fagan']","""asked for an explanation but have received none""",2,United Kingdom,8th July 2023,,Economy Class,London to Edinburgh,November 2022,Solo Leisure,2.0,5.0,1.0,2,no,3.0,3.0,
186,186,"['', 'Bervin Hedman']","""short-changing passengers""",4,United Kingdom,6th July 2023,Boeing 777 -200,Premium Economy,Kingston to London,June 2023,Family Leisure,5.0,4.0,3.0,3,no,4.0,3.0,
187,187,"['', 'Alastair Cockburn']","""Economy is absolutely awful""",1,South Africa,5th July 2023,Boeing 777-200,Economy Class,London Heathrow to Cape Town,June 2023,Couple Leisure,1.0,3.0,3.0,2,no,1.0,3.0,
188,188,"['', 'S Carlsen']","""Shocking customer service""",1,United Kingdom,5th July 2023,,Economy Class,London Heathrow to Ibiza,July 2023,Couple Leisure,,,1.0,1,no,,,
189,189,"['', 'A Diamantopoulos']","""no representative to help""",3,Greece,4th July 2023,A380,Business Class,Washington to London,June 2023,Business,3.0,3.0,1.0,1,no,3.0,3.0,
190,190,"['', 'Carlos Whilhelm']","""Boarding was chaotic""",3,Italy,3rd July 2023,A321,Economy Class,London Heathrow to Naples,June 2023,Couple Leisure,1.0,4.0,2.0,2,no,1.0,,
191,191,"['', 'S Warten']","""In-line with competitors""",10,Senegal,2nd July 2023,A320,Economy Class,Berlin to London,July 2023,Solo Leisure,5.0,5.0,4.0,5,yes,3.0,,5.0
192,192,"['', 'Kapil Tyagi']","""Luggage are still in Glasgow""",1,United States,30th June 2023,,Economy Class,Glasgow to London,June 2023,Family Leisure,1.0,1.0,1.0,1,no,,,
193,193,"['', 'Saeed Alzubaidi']","""whole experience was terrible""",1,United Arab Emirates,29th June 2023,,Economy Class,Dubai to Keflavik via London,May 2023,Solo Leisure,1.0,1.0,1.0,1,no,,,
194,194,"['', '1 reviews', '', '', '', 'Ralph Tuckwell']","""preferred to fly on easyJet""",2,United Kingdom,29th June 2023,A321Neo,Economy Class,Cairo to London,June 2023,Couple Leisure,1.0,1.0,2.0,1,no,1.0,1.0,1.0
195,195,"['', 'N Beale']","""stated it is not their fault""",1,United Kingdom,27th June 2023,,Economy Class,London to Madrid,May 2023,Solo Leisure,3.0,3.0,1.0,1,no,3.0,,
196,196,"['', 'T Casey']","""luggage was mis-tagged in Dallas""",1,United States,27th June 2023,,Economy Class,London to Cairo,June 2023,Family Leisure,1.0,1.0,1.0,1,no,,,
197,197,"['', 'Paige Boet']","""The airline lost my luggage""",1,United States,25th June 2023,,Economy Class,New Orleans to London,June 2023,Solo Leisure,3.0,3.0,1.0,1,no,3.0,3.0,1.0
198,198,"['', 'S Layne']","""fully refunded by our travel insurance""",1,United States,25th June 2023,,Business Class,London to Amman,March 2023,Couple Leisure,,,,1,no,,,
199,199,"['', 'E Lanewoski']","""no boarding drinks provided""",2,United Kingdom,25th June 2023,A321 neo,Business Class,Heathrow to Bodrum,June 2023,Solo Leisure,1.0,1.0,1.0,1,no,1.0,,
200,200,"['', 'Joel Burman']","""WiFi didn't work"" ",4,United Kingdom,24th June 2023,,Economy Class,Amman to London,June 2023,Solo Leisure,1.0,3.0,2.0,2,no,1.0,1.0,1.0
201,201,"['', 'R Vines']","""stick with economy""",7,United Kingdom,24th June 2023,Embraer 190,Business Class,London City to Ibiza,June 2023,Family Leisure,3.0,5.0,3.0,3,yes,3.0,,
202,202,"['', 'M King']","""Communication is terrible""",1,United States,23rd June 2023,,Economy Class,London to Washington,June 2023,Couple Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
203,203,"['', 'C Dean']","""delays and cancellations""",1,United States,22nd June 2023,A350,Business Class,Amsterdam to London,June 2023,Business,3.0,3.0,2.0,2,no,3.0,2.0,1.0
204,204,"['', '15 reviews', '', '', '', 'Richard Hodges']","""Economy class seating was truly dreadful""",7,United Kingdom,20th June 2023,Boeing 737,Economy Class,London Heathrow to Kalamata,June 2023,Couple Leisure,1.0,4.0,3.0,3,yes,3.0,,
205,205,"['', 'Carol Willmore']","""flight failed at every level""",1,United Kingdom,20th June 2023,,Economy Class,London to Funchal ,June 2023,Couple Leisure,4.0,4.0,1.0,1,no,1.0,,
206,206,"['', 'Nadine Kohler']","""BA refuses to make it right""",1,United States,19th June 2023,,Economy Class,Marseille to Seattle via London Heathrow,June 2023,Family Leisure,2.0,3.0,1.0,1,no,3.0,4.0,2.0
207,207,"['', 'A. Adel']","""shame for such well known airline""",2,United States,19th June 2023,,Business Class,Cairo to London ,June 2023,Solo Leisure,1.0,3.0,1.0,1,no,2.0,1.0,2.0
208,208,"['', 'Cosmin Stefanescu']","""Total garbage""",1,Romania,16th June 2023,,Economy Class,Bucharest to Dallas via London,June 2023,Solo Leisure,2.0,4.0,1.0,1,no,3.0,3.0,1.0
209,209,"['', 'Emmeline Reichert']","""arrived at the airport only 1 hour before""",3,United States,13th June 2023,,Economy Class,Gatwick to Venice,June 2023,Family Leisure,3.0,5.0,1.0,3,no,4.0,,
210,210,"['', 'Jamie Gooding']","""so callous and uncaring""",1,Australia,12th June 2023,,Economy Class,Dublin to London City,June 2023,Solo Leisure,1.0,1.0,1.0,1,no,,,
211,211,"['', 'Michael Hayward']","""uncomfy old planes""",1,United Kingdom,11th June 2023,,Business Class,Tokyo to Manchester via Heathrow,June 2023,Business,1.0,1.0,1.0,1,no,1.0,1.0,1.0
212,212,"['', 'George W Edmonds ']","""never fly British Airway ever again""",1,United States,11th June 2023,,Economy Class,San Francisco to London,June 2023,Solo Leisure,,,1.0,1,no,,,
213,213,"['', 'A Garlen']","""Most uncomfortable flight""",3,United Kingdom,10th June 2023,Boeing 787,Economy Class,Santiago to London,May 2023,Family Leisure,1.0,2.0,4.0,1,no,2.0,4.0,
214,214,"['', 'K Pickering']","""I will never fly British Airways again""",1,United States,8th June 2023,,Economy Class,Seattle to Nice via London,June 2023,Couple Leisure,4.0,4.0,1.0,2,no,5.0,5.0,
215,215,"['', 'M Johnson']","""All in all very disappointing""",4,United Kingdom,7th June 2023,,Premium Economy,Sydney via Singapore to London Heathrow ,March 2023,Couple Leisure,4.0,4.0,5.0,1,no,1.0,,
216,216,"['', 'Benjamin Stevens']","""customer service was horrendous""",1,United States,6th June 2023,Boeing 777,Economy Class,Seattle to Edinburgh via Heathrow,May 2023,Business,2.0,4.0,2.0,2,no,4.0,4.0,1.0
217,217,"['', 'V Samaras']","""All flights without exception were delayed""",2,Greece,6th June 2023,,Economy Class,Athens to Durban via London Heathrow,April 2023,Solo Leisure,4.0,5.0,5.0,4,no,3.0,3.0,
218,218,"['', 'Christopher Neep']","""An excellent flight""",9,United Kingdom,6th June 2023,A350,Business Class,Vancouver to London Heathrow,May 2023,Solo Leisure,5.0,5.0,4.0,4,yes,4.0,5.0,
219,219,"['', 'Ali Balandy']","""luggage was still in London"" ",3,Canada,5th June 2023,,Economy Class,Vancouver to Barcelona via London,May 2023,Family Leisure,3.0,2.0,1.0,1,no,2.0,3.0,3.0
220,220,"['', 'A Robinson']","""worst experience in all my years of travel""",1,United States,3rd June 2023,,Economy Class,Boston to Cairo via London,June 2023,Family Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
221,221,"['', 'K Parker']","""The worst experience""",1,Australia,3rd June 2023,,Economy Class,London to Santorini,May 2023,Couple Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
222,222,"['', 'Tanya Tracy']","""haven’t received any reimbursement""",2,United States,2nd June 2023,,Economy Class,Heathrow to Mumbai,February 2023,Family Leisure,3.0,1.0,1.0,1,no,1.0,3.0,3.0
223,223,"['', 'Christos Hadjipanayi']","""the crew has helped me""",10,Cyprus,1st June 2023,,Economy Class,London to Larnaca,March 2023,Solo Leisure,5.0,5.0,5.0,5,yes,,,
224,224,"['', 'N Stane']","""check-in process was terrible""",1,United States,30th May 2023,,Economy Class,Nice to London Heathrow,May 2023,Family Leisure,1.0,1.0,1.0,1,no,,,
225,225,"['', 'Alex Martinez']","""the worst airline experience I've ever had to deal with""",1,Italy,29th May 2023,,Economy Class,Las Vegas to Venice,May 2023,Solo Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
226,226,"['', 'E Smyth']","""Service was good""",9,United Kingdom,29th May 2023,Boeing 777-300,Premium Economy,London to New York,May 2023,Family Leisure,4.0,4.0,4.0,4,yes,3.0,5.0,5.0
227,227,"['', 'S Anderson']","""Last time I will fly British Airways""",2,Canada,27th May 2023,A320,Economy Class,Lisbon to London ,May 2023,Couple Leisure,1.0,3.0,1.0,2,no,,1.0,1.0
228,228,"['', 'B Sherry']","""cancel your flight without notice""",1,United States,23rd May 2023,,Premium Economy,Dallas to Madrid via London,May 2023,Couple Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
229,229,"['', 'William Jackson']","""flights changed with no cost""",10,Spain,23rd May 2023,,Economy Class,London to Valencia,March 2023,Couple Leisure,4.0,4.0,5.0,4,yes,,,
